vote,subtopic1,subtopic2,subtopic3,topic1,topic2,topic3,anom
111 Congress:hr1225:193:2010-03-25,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr1248:204:2010-04-15,Environment:Coastal Water Pollution and Conservation,NONE,NONE,Environment,NONE,NONE,no
111 Congress:hr1270:220:2010-04-22,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:hr1287:217:2010-04-22,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1292:282:2010-05-19,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr1301:248:2010-05-05,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr1305:231:2010-04-29,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1305:232:2010-04-29,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1321:419:2010-07-01,"Labor, Employment, and Immigration:Immigration and Refugee Issues",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:hr1329:249:2010-05-06,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1338:271:2010-05-13,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1344:259:2010-05-12,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1363:288:2010-05-20,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1382:296:2010-05-25,"International Affairs and Foreign Aid:Asia, Pacific Rim, Australia, and Japan",NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr1403:321:2010-05-28,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1403:322:2010-05-28,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1403:323:2010-05-28,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1404:307:2010-05-27,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr1407:378:2010-06-22,Government Operations:Government Property Management,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1412:421:2010-07-01,"Law, Crime, and Family Issues:Child Abuse and Child Pornography",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:hr1422:366:2010-06-16,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1424:339:2010-06-09,"Foreign Trade:Productivity and Competitiveness of U.S. Business, U.S. Balance of Payments",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:hr1424:340:2010-06-09,"Foreign Trade:Productivity and Competitiveness of U.S. Business, U.S. Balance of Payments",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:hr143:57:2009-02-10,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1434:380:2010-06-23,Community Development and Housing Issues:Housing and Community Development,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr1436:359:2010-06-15,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1439:396:2010-06-29,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1448:368:2010-06-17,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1448:369:2010-06-17,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1462:429:2010-07-01,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1464:392:2010-06-24,Defense:Direct War Related Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr1468:385:2010-06-24,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1468:386:2010-06-24,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1487:406:2010-06-30,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1487:407:2010-06-30,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1490:410:2010-06-30,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1491:451:2010-07-20,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr1495:418:2010-07-01,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1500:428:2010-07-01,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1509:437:2010-07-14,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1509:438:2010-07-14,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1513:457:2010-07-21,"Civil Rights, Minority Issues, and Civil Liberties:Ethnic Minority and Racial Group Discrimination",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,no
111 Congress:hr1517:443:2010-07-15,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr153:106:2009-03-05,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1537:458:2010-07-21,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1540:613:2010-12-08,"Health:Regulation of drug industry, medical devices, and clinical labs",NONE,NONE,Health,NONE,NONE,no
111 Congress:hr1549:465:2010-07-22,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1549:466:2010-07-22,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1550:461:2010-07-22,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1556:470:2010-07-27,Defense:VA Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr1558:501:2010-07-30,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:hr1559:476:2010-07-28,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr1568:486:2010-07-29,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr1569:484:2010-07-29,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1569:485:2010-07-29,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr157:63:2009-02-12,Community Development and Housing Issues:Housing Assistance for Homeless and Homeless Issues,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr1574:500:2010-07-30,Energy:Natural Gas and Oil (Including Offshore Oil and Gas),NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr1606:516:2010-08-10,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:hr1606:517:2010-08-10,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:hr1620:526:2010-09-16,Energy:Alternative and Renewable Energy,NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr1620:527:2010-09-16,Energy:Alternative and Renewable Energy,NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr1640:535:2010-09-23,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1640:536:2010-09-23,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1674:547:2010-09-29,"Foreign Trade:Productivity and Competitiveness of U.S. Business, U.S. Balance of Payments",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:hr1674:548:2010-09-29,"Foreign Trade:Productivity and Competitiveness of U.S. Business, U.S. Balance of Payments",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:hr168:66:2009-02-13,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr168:67:2009-02-13,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1682:559:2010-09-29,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1682:560:2010-09-29,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1704:618:2010-12-08,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr1715:575:2010-11-17,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1717:612:2010-12-08,International Affairs and Foreign Aid:Human Rights,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr1721:576:2010-11-18,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1721:577:2010-11-18,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1735:591:2010-12-01,"International Affairs and Foreign Aid:Asia, Pacific Rim, Australia, and Japan",NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr1737:606:2010-12-02,"Civil Rights, Minority Issues, and Civil Liberties:Right to Privacy and Access to Government Information",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,no
111 Congress:hr1737:607:2010-12-02,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1741:589:2010-12-01,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1742:587:2010-12-01,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1742:588:2010-12-01,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr1745:596:2010-12-02,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:hr1745:597:2010-12-02,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:hr175:808:2009-10-22,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr1752:615:2010-12-08,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1755:619:2010-12-08,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr1756:623:2010-12-08,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1761:636:2010-12-15,Education:Higher Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:hr1764:635:2010-12-15,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr1766:643:2010-12-16,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:hr1766:644:2010-12-16,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:hr1771:657:2010-12-21,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr1776:653:2010-12-17,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr184:83:2009-02-25,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr184:84:2009-02-25,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr184:85:2009-02-25,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr189:87:2009-02-25,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr190:88:2009-02-26,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr190:89:2009-02-26,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr205:97:2009-03-05,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr212:105:2009-03-05,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr222:111:2009-03-09,Education:Elementary and Secondary Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:hr228:113:2009-03-10,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr250:131:2009-03-18,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr250:132:2009-03-18,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr257:142:2009-03-19,Foreign Trade:General,NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:hr265:141:2009-03-19,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr279:172:2009-03-31,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr280:150:2009-03-25,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr280:151:2009-03-25,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr281:156:2009-03-25,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr282:168:2009-03-31,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr286:155:2009-03-25,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr295:163:2009-03-30,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr296:166:2009-03-31,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr305:176:2009-04-01,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr306:177:2009-04-01,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr312:175:2009-04-01,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr316:184:2009-04-02,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:hr317:700:2009-09-15,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr34:10:2009-01-09,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr365:212:2009-04-28,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr368:814:2009-10-26,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr371:213:2009-04-28,Government Operations:Census,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr371:214:2009-04-28,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr372:219:2009-04-29,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr372:220:2009-04-29,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr379:224:2009-04-30,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr406:237:2009-05-07,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr425:243:2009-05-12,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr427:246:2009-05-13,Education:Elementary and Secondary Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:hr434:261:2009-05-14,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr434:262:2009-05-14,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr456:273:2009-05-20,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr457:274:2009-05-20,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr457:275:2009-05-20,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr464:284:2009-05-21,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:hr464:285:2009-05-21,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:hr474:301:2009-06-04,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr490:295:2009-06-03,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr5:4:2009-01-06,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr500:300:2009-06-03,Community Development and Housing Issues:Veterans Housing Assistance and Military Housing Programs,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr52:14:2009-01-14,Health:Infants and children,NONE,NONE,Health,NONE,NONE,no
111 Congress:hr522:317:2009-06-10,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr53:17:2009-01-14,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr544:346:2009-06-16,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr544:347:2009-06-16,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr545:345:2009-06-16,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr552:351:2009-06-17,Community Development and Housing Issues:General,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr552:352:2009-06-17,Community Development and Housing Issues:General,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr559:409:2009-06-19,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr559:410:2009-06-19,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr562:815:2009-10-26,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr566:618:2009-07-23,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr572:451:2009-06-24,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr572:452:2009-06-24,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr573:428:2009-06-24,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr573:430:2009-06-24,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr578:462:2009-06-25,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr578:463:2009-06-25,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr58:29:2009-01-22,Community Development and Housing Issues:Secondary Mortgage Market,NONE,NONE,Community Development and Housing Issues,NONE,NONE,no
111 Congress:hr587:465:2009-06-26,Energy:Energy Conservation,NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr587:466:2009-06-26,Energy:Energy Conservation,NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr605:118:2010-03-16,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr609:489:2009-07-08,"Health:Regulation of drug industry, medical devices, and clinical labs",NONE,NONE,Health,NONE,NONE,no
111 Congress:hr609:491:2009-07-08,"Health:Regulation of drug industry, medical devices, and clinical labs",NONE,NONE,Health,NONE,NONE,no
111 Congress:hr609:493:2009-07-08,"Health:Regulation of drug industry, medical devices, and clinical labs",NONE,NONE,Health,NONE,NONE,no
111 Congress:hr610:480:2009-07-08,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr617:512:2009-07-09,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr617:513:2009-07-09,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr622:526:2009-07-10,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr622:527:2009-07-10,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr641:853:2009-11-04,"Government Operations:Currency, Commemorative Coins, Medals, U.S. Mint",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr644:552:2009-07-16,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr644:553:2009-07-16,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr645:538:2009-07-15,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr645:539:2009-07-15,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr653:574:2009-07-17,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr653:575:2009-07-17,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr665:606:2009-07-22,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr667:605:2009-07-22,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr669:617:2009-07-23,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr673:639:2009-07-24,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr673:640:2009-07-24,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr685:654:2009-07-29,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr685:655:2009-07-29,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr690:656:2009-07-29,"International Affairs and Foreign Aid:Asia, Pacific Rim, Australia, and Japan",NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr691:677:2009-07-30,"Health:Regulation of drug industry, medical devices, and clinical labs",NONE,NONE,Health,NONE,NONE,no
111 Congress:hr701:760:2009-10-07,Government Operations:Intergovernmental Relations,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr744:699:2009-09-15,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr746:703:2009-09-16,Education:Higher Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:hr760:723:2009-09-23,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr766:735:2009-09-24,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:hr772:738:2009-09-25,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr784:821:2009-10-28,"Government Operations:Currency, Commemorative Coins, Medals, U.S. Mint",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr788:749:2009-10-01,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr799:756:2009-10-07,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr799:757:2009-10-07,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr808:764:2009-10-08,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr808:765:2009-10-08,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
