vote,subtopic1,subtopic2,subtopic3,topic1,topic2,topic3,anom
111 Congress:s22:2:2009-01-14,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,yes
111 Congress:s22:3:2009-01-15,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,yes
111 Congress:s3217:139:2010-05-11,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:s3217:141:2010-05-12,"Banking, Finance, and Domestic Commerce:Consumer Safety and Consumer Fraud",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:s3217:146:2010-05-13,Education:Higher Education,NONE,NONE,Education,NONE,NONE,yes
111 Congress:s3217:149:2010-05-13,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:s3217:150:2010-05-13,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:s3217:158:2010-05-19,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:s3217:160:2010-05-20,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:s3217:161:2010-05-20,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:s3454:270:2010-12-09,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:s386:162:2009-04-23,Macroeconomics:Industrial Policy,NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:s3985:267:2010-12-08,Social Welfare:Elderly Issues and Elderly Assistance Programs (Including Social Security Administration),NONE,NONE,Social Welfare,NONE,NONE,yes
111 Congress:s510:250:2010-11-17,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:s510:251:2010-11-18,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:s510:252:2010-11-29,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:s510:255:2010-11-30,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:s510:257:2010-11-30,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:s896:178:2009-05-05,"Law, Crime, and Family Issues:Illegal Drug Production, Trafficking, and Control",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,yes
111 Congress:sc13:120:2009-04-01,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:sc13:129:2009-04-02,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:sc13:141:2009-04-02,Environment:Research and Development,NONE,NONE,Environment,NONE,NONE,yes
111 Congress:sc13:145:2009-04-02,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:sc13:149:2009-04-02,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:sc13:150:2009-04-02,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:sc13:151:2009-04-02,"Banking, Finance, and Domestic Commerce:Consumer Safety and Consumer Fraud",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:sc13:152:2009-04-02,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,yes
111 Congress:sc13:163:2009-04-23,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:h1:37:2009-02-04,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:h1:38:2009-02-04,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h1:39:2009-02-04,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h1:42:2009-02-04,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:h1:43:2009-02-04,"Foreign Trade:International Private Business Investments, Overseas Private Investment Corporation (OPIC)",NONE,NONE,Foreign Trade,NONE,NONE,yes
111 Congress:h1:44:2009-02-04,Energy:Natural Gas and Oil (Including Offshore Oil and Gas),NONE,NONE,Energy,NONE,NONE,yes
111 Congress:h1:47:2009-02-05,Education:Higher Education,NONE,NONE,Education,NONE,NONE,yes
111 Congress:h1:48:2009-02-05,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h1:49:2009-02-05,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h1:53:2009-02-06,"Environment:Air pollution, Global Warming, and Noise Pollution",NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h1:58:2009-02-06,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:h1:61:2009-02-10,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:h1:63:2009-02-13,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:h1:64:2009-02-13,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:h1105:74:2009-03-03,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h1105:77:2009-03-04,"Government Operations:Currency, Commemorative Coins, Medals, U.S. Mint",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h1105:79:2009-03-04,"Environment:Hazardous Waste and Toxic Chemical Regulation, Treatment, and Disposal",NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h1105:81:2009-03-05,"Civil Rights, Minority Issues, and Civil Liberties:Right to Privacy and Access to Government Information",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,yes
111 Congress:h1105:84:2009-03-05,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,yes
111 Congress:h1105:86:2009-03-09,International Affairs and Foreign Aid:U.S. Foreign Aid,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,yes
111 Congress:h1256:204:2009-06-08,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h1256:205:2009-06-09,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h1256:206:2009-06-10,Agriculture:Food Inspection and Safety (including seafood),NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:h1299:26:2010-02-25,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h1388:111:2009-03-25,"Law, Crime, and Family Issues:Family Issues",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,yes
111 Congress:h146:102:2009-03-18,Energy:Alternative and Renewable Energy,NONE,NONE,Energy,NONE,NONE,yes
111 Congress:h146:103:2009-03-18,"Civil Rights, Minority Issues, and Civil Liberties:General (includes combinations of multiple subtopics)",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,yes
111 Congress:h146:105:2009-03-19,"Environment:Hazardous Waste and Toxic Chemical Regulation, Treatment, and Disposal",NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h146:99:2009-03-16,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,yes
111 Congress:h1586:224:2010-08-04,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:h1586:225:2010-08-04,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h1586:228:2010-08-05,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:h1586:50:2010-03-16,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:h1586:52:2010-03-16,Environment:Coastal Water Pollution and Conservation,NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h1586:60:2010-03-18,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h2:16:2009-01-27,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,yes
111 Congress:h2:18:2009-01-28,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h2:19:2009-01-28,International Affairs and Foreign Aid:U.S. Foreign Aid,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,yes
111 Congress:h2:20:2009-01-28,Health:Infants and children,NONE,NONE,Health,NONE,NONE,yes
111 Congress:h2:21:2009-01-28,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,yes
111 Congress:h2:24:2009-01-29,Health:Infants and children,NONE,NONE,Health,NONE,NONE,yes
111 Congress:h2:26:2009-01-29,"Civil Rights, Minority Issues, and Civil Liberties:Other",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,yes
111 Congress:h2:27:2009-01-29,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,yes
111 Congress:h2:28:2009-01-29,Health:Infants and children,NONE,NONE,Health,NONE,NONE,yes
111 Congress:h2:31:2009-01-29,Health:Infants and children,NONE,NONE,Health,NONE,NONE,yes
111 Congress:h2346:201:2009-05-21,International Affairs and Foreign Aid:International Finance and Economic Development,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,yes
111 Congress:h2346:209:2009-06-18,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h2647:326:2009-10-22,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h2647:327:2009-10-22,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h2847:317:2009-10-08,"Space, Science, Technology and Communications:Telephone and Telecommunication Regulation",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,yes
111 Congress:h2847:336:2009-11-05,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,yes
111 Congress:h2847:339:2009-11-05,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,yes
111 Congress:h2847:340:2009-11-05,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h2847:23:2010-02-22,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h2847:24:2010-02-24,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h2847:25:2010-02-24,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h2847:49:2010-03-15,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h2847:54:2010-03-17,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h2847:55:2010-03-17,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h2892:220:2009-07-08,Foreign Trade:General,NONE,NONE,Foreign Trade,NONE,NONE,yes
111 Congress:h2892:222:2009-07-08,Environment:General (includes combinations of multiple subtopics),NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h2892:224:2009-07-09,Environment:General (includes combinations of multiple subtopics),NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h2892:226:2009-07-09,International Affairs and Foreign Aid:International Finance and Economic Development,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,yes
111 Congress:h2892:227:2009-07-09,"Government Operations:Government Procurement, Procurement Fraud and Contractor Management",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h2918:215:2009-07-06,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,yes
111 Congress:h2918:216:2009-07-06,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h2918:217:2009-07-06,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h2918:301:2009-09-30,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h2918:302:2009-09-30,"Government Operations:Government Employee Benefits, Civil Service Issues",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h2965:279:2010-12-18,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h2965:281:2010-12-18,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h2996:291:2009-09-22,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h2996:331:2009-10-29,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,yes
111 Congress:h2997:256:2009-08-03,Environment:General (includes combinations of multiple subtopics),NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h2997:258:2009-08-04,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h2997:260:2009-08-04,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:h2997:318:2009-10-08,Agriculture:General (includes combinations of multiple subtopics),NONE,NONE,Agriculture,NONE,NONE,yes
111 Congress:h3081:246:2010-09-29,"International Affairs and Foreign Aid:Asia, Pacific Rim, Australia, and Japan",NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,yes
111 Congress:h3081:247:2010-09-29,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h3183:243:2009-07-28,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,yes
111 Congress:h3183:245:2009-07-29,Energy:Energy Conservation,NONE,NONE,Energy,NONE,NONE,yes
111 Congress:h3183:247:2009-07-29,"Government Operations:Government Procurement, Procurement Fraud and Contractor Management",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h3288:276:2009-09-15,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h3288:277:2009-09-16,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h3288:283:2009-09-17,"Law, Crime, and Family Issues:Illegal Drug Production, Trafficking, and Control",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,yes
111 Congress:h3288:285:2009-09-17,Community Development and Housing Issues:Housing and Community Development,NONE,NONE,Community Development and Housing Issues,NONE,NONE,yes
111 Congress:h3288:287:2009-09-17,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h3288:372:2009-12-11,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h3288:373:2009-12-12,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h3288:374:2009-12-13,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h3326:307:2009-10-06,"Defense:Military Intelligence, CIA, Espionage",NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h3326:308:2009-10-06,"Government Operations:Government Procurement, Procurement Fraud and Contractor Management",NONE,NONE,Government Operations,NONE,NONE,yes
111 Congress:h3326:311:2009-10-06,"Defense:DOD Civilian Personnel, Civilian Employment by the Defense Industry, Military Base Closings",NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h3326:381:2009-12-18,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h3326:383:2009-12-19,Defense:General,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h3357:250:2009-07-30,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,yes
111 Congress:h3357:252:2009-07-30,"Transportation:Highway Construction, Maintenance, and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h3357:253:2009-07-30,Environment:Drinking Water Safety,NONE,NONE,Environment,NONE,NONE,yes
111 Congress:h3435:264:2009-08-06,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h3435:266:2009-08-06,Social Welfare:Poverty and Assistance for Low-Income Families,NONE,NONE,Social Welfare,NONE,NONE,yes
111 Congress:h3435:269:2009-08-06,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h3435:270:2009-08-06,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,yes
111 Congress:h3590:355:2009-12-03,"Health:Prevention, communicable diseases and health promotion",NONE,NONE,Health,NONE,NONE,yes
111 Congress:h3590:366:2009-12-06,Defense:VA Issues,NONE,NONE,Defense,NONE,NONE,yes
111 Congress:h4173:162:2010-05-20,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:h4173:206:2010-07-15,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:h4173:207:2010-07-15,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:h4173:208:2010-07-15,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:h4213:189:2010-06-15,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:h4213:191:2010-06-16,Community Development and Housing Issues:Rural Housing and FmHA Housing Assistance Programs,NONE,NONE,Community Development and Housing Issues,NONE,NONE,yes
111 Congress:h4213:204:2010-06-30,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,yes
111 Congress:h4213:209:2010-07-20,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,yes
111 Congress:h4213:215:2010-07-21,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,yes
111 Congress:h4213:38:2010-03-03,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,yes
111 Congress:h4213:39:2010-03-03,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h4213:46:2010-03-09,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h4213:47:2010-03-10,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,yes
111 Congress:h4213:48:2010-03-10,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,yes
111 Congress:h4851:109:2010-04-12,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,yes
111 Congress:h4851:116:2010-04-15,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h4851:117:2010-04-15,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,yes
111 Congress:h4872:87:2010-03-25,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,yes
111 Congress:h4872:89:2010-03-25,International Affairs and Foreign Aid:Human Rights,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,yes
111 Congress:h4899:169:2010-05-27,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,yes
111 Congress:h4899:171:2010-05-27,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:h4899:176:2010-05-27,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:h5297:202:2010-06-29,"Banking, Finance, and Domestic Commerce:Small Business Issues and the Small Business Administration",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
111 Congress:h627:190:2009-05-13,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,yes
